Review Text,label
Absolutely love the services provided here. Warm and friendly staff! Im so glad to be apart of the family now. Dr. Sistrunk is the absolute BEST and her assistant!!!,positive
Dr.Sistrunk and her staff are extremely professional,positive
"I will agree with other reviewers that it was initially difficult to get through to this office by phone to make an appointment (took a few tries). But my appointment itself was thorough, efficient and on a Saturday so it was extremely convenient. The office was clean, updated and has a lab onsite for bloodwork. Dr. Medley is great and the staff was professional. Plus, once you establish care, you can schedule future appointments, see test results and message your doctor directly through the medstar portal without having to call the office.",positive
It’s always a pleasure and we love Dr. Leuschen we saw her up in the VA office and she moved down to DC navy yard and we followed as well.,positive
"I was referred to MedStar Orthopedics from Urgent Care and called today to make an appointment.  While I was on hold I decided to look up the practice's reviews and saw some of these poor reviews.  While still on hold, I looked up Washingtonian's list of the city's best doctors, found a different practice, verified that it was in-network, called another practice using a second phone, and got fully booked all while waiting on hold with MedStar.  While I can't rate the services provided by this establishment, I can say that it's remarkably difficult to get service which is how I based my rating.",negative
"Wait times are ridiculous.  Last ""appointment"" I had, I waited a half hour to be shown to an examining room, and then waited another half hour in the examining room for the physician to appear.  I have had difficulty reaching the front desk.  You don't receive call backs when you leave messages.  And, getting prescriptions refilled often involves multiple calls.  In short, the office is a mess.  The doctors are competent and the location is convenient.  Other than that, there is nothing to recommend it.",negative
"Dr. Sener is one of the best doctors I’ve ever had.  She’s patient, thorough and friendly.  She leaves no stone unturned. I am a highly satisfied patient with full confidence in her medical advice and decisions.",positive
"Utter lack of transparency comprise the 4 missing stars. I went last year for my first physical, had to go twice because the instructions lacked any explanation on preparation for labs. The third meeting for results had to happen, but was uninformed that it was an additional cost. The clinic couldn’t give me any clear prices when asked before hand, and did not clearly delineate when something was part of the check up and when it wasn’t.  I’m not a fan of these medical clinics charging whatever they want and not giving you the option to opt out. Had I known, I wouldn’t have said anything or scheduled that last one (were that even an option). [edited for grammar]",negative
"Just don't bother. If you do manage to make an appointment, it will most likely be incorrect (like my last 3 appointments) or you will just be left in the lobby while everyone is more concerned with lunch rather than helping patients. The sad part is, I really like my doctor, but it's not worth the incompetent front desk.",negative
"An apptmt was made for me w/out my consent. I texted the office and the portal that the day/time did not work for me and they called w/ E apptmt anyway. Again, I said I was NOT available.I had an MRI and was told Dr. would be in touch w/in 24 to 48 hours. I called four times and almost three weeks later finally received my results. The excuse is the DR has too many offices. Not acceptable. If you can't manage three practices then reduce your offices.",negative
"Dr. Sylvia Medley is the best. Always listening to understand and responding with empathy, care and adept knowledge. I always feel well taken care of and confident in her medical and people skills.",positive
"What a great experience - friendly staff, efficient processes and I didn’t have a long wait! Most important, I felt the doctor heard and addressed my concerns. I’m so happy I chose MedStar Navy Yard!",positive
Front desk was very professional and efficient.  Everything went like clockwork. Little or no wait time,positive
"I had an appointment with Dr Emile Rochon, at the Navy Yard Primary Medical practice, at 915 Half St SE, in Washington DC office.  And he attended to all my medical needs professionally with the quickest response also I highly recommend him 100% percent to everyone, because he had demonstrated to both my self and mother with the best Doctors care  bedside minors as well.<br><br>Sincerely,<br>Dkj",positive
Tasleem was great for my X-Ray. Thank you!,positive
"I love this office. Efficient, pleasant experience every time I go. I love Dr. Medley. She is an excellent doctor and her staff is professional and courteous.",positive
"I would just like to say I was very impressed by Khadija Bowen the Senior Practice Manager. Very kind, patient, and went above and beyond to meet my needs when I was in a bind. A+!!",positive
"Great overall experience. Check in was easy, appointment started on time. Dr. Medley is amazing! Easy to talk to, friendly and takes your concerns seriously!",positive
"Great experience.  Check-in process was simple, wait time was short, nurses and assistants were helpful and friendly.  Dr. Kalra was very patient, listening to all of my concerns and answering my questions.",positive
"If I could give 0 Stars, I would. This place is horrendous on all counts. If you have any sense take yourself to an E.R. or minute clinic. Upon arrival the check in is simple enough but the entire place is understaffed and the staff they do host are rude. Further, if you see a wait time of an hour, tack on two more for good measure. Even if you look to the Queue which indicates your place in line, its usefulness is laughable.  After waiting four hours I decided to leave but not before trying to get my money back. Suffice it to say that caused their heads to spin as they began arguing the point that they ""generally"" don't do that kind of thing. Luckily I was given my money back. Moral of the story, this place is awful. Do not--I repeat--do not go.",negative
"Dr. Sener was prompt, courteous, and of course, correct with her assessment. I have been driving all the way from Manassas, VA just to see her.  All of the supporting I staff was excellent as well. I would highly recommend!",positive
"Had an appointment with Dr. Sapp. It went well and they were supposed to follow up the following day for xray results, that was a week ago today. Extremely unprofessional and everytime I call I get referred to a phone number that's not monitored",negative
"Dr. Sylvia Medley and the entire staff here are incredible! I have been a patient for a few years now and I appreciate the quality of service offered and Dr. Medley’s professionalism, knowledge and care-I found the best doctor!",positive
"Medstar health is always efficient with their process and procedures. The staff is great, and my doctor always pay attention to listen to my needs. I always get the best care when I go for my appointment.",positive
"Dr. Sunil Kalra is one of the best physicians in the DMV area. The Nurses and Administrators are kind, caring and helpful. The Med Star Navy Yard team is always on point!",positive
Went for a general checkup as a new patient.  I just answered the doctor questions and was not about to ask questions or share concerns related to my health.  was told to book another appointment for my questions.   This practice prioritize making money over patient health.,negative
"Unprofessional front desk and nurse team, doctor was not much better.<br><br>I arrived 20 minutes early as instructed and ended up waiting an hour past my appointment time before anyone even took me back to an exam room. The nurse who saw me was coughing the entire time. I told her multiple times that I was there for the varicella vaccine, and when it came time to administer it, she asked me if I ""wanted Pfizer."" She was about to give me a COVID-19 vaccine instead of the varicella vaccine that I was there for. The real kicker though is that during check-out, she printed out and handed me someone else's medical records and then promptly left, so I was standing there holding another patient's confidential records.",negative
The wait time is never too long at this particular location.,positive
It is completely unacceptable and unsatisfactory to have an appointment with Dr. Bailey and have to sit for 3 hours while she takes breaks.  It is more embarrassing for the staff to discuss it while patients are upset. Think twice before considering an appointment.  Medstar please do better.,negative
MedStar worked me in to their schedule the very day I spoke with them.  The doctor and staff were very professional and pleasant.,positive
"When one cannot complete one's bloodwork, which is part of the regular checkup, because of the front desk staff and their rudeness and their unprofessionalism is telling of the lack of care from the healthcare industry. Moreover, the front desk staff, at the new MedStar Navy Yard location, and their cruel behavior dates back to that same intimidating staff when they were at Eastern Market. So, nothing is going to change, which is upsetting because the doctors at this location are wonderful!<br><br>Is Kenneth A. Samet aware of these bad reviews regarding this particular location and its front desk staff?",negative
"No response from the on-call doctor. Called at 11:52pm and after giving the operator all my information, I was instructed to call back after 30 minutes if I didn’t receive a call. No return call so I called again at 12:30am. Had to take all my information again and given the same instruction. No return call so I called for a 3rd time at 1:06am and the operator began asking for all my information for a third time. I asked if he could just escalate my two previous requests and he said no. I’m tired and in pain, not waiting around for another 30 minutes only to not receive a callback. Do better, MedStar.",negative
Short wait time to be seen by the doctor. Dr. Sener went over my tests individually and explained everything thoroughly. She showed genuine concern for my issues.,positive
"I just called to follow up on a telehealth visit that I had in December (2 months ago) because I never heard back from the doctor about next steps. I was told that there was no information in the system about my visit with the doctor. This explains the no referral, dx, or any follow up. The strange thing is that I have a Rx that the doctor wrote at that visit that has been filled and refilled.  So now I have to start over and find another doctor for the same unresolved problem. Obviously, I would not recommend this practice.",negative
"So many reasons to avoid this place. A couple of the big ones - doctors here won’t actually do anything for you. They refer you to other doctors in the medstar system, even if those doctors aren’t accepting new patients. Another reason this place is awful - even trying to do something as simple as getting a sti panel takes hours, they make you make two separate appointments just to get lab tests. Urgent care facilities run by other hospitals in the area are much easier to deal with.",negative
"ATTITUDE PROBLEMS!!!!!  I just called to schedule an appointment and the person that answered had an attitude.  This is is not the first time this has happened.  Also, getting a call back to get results from a physical exam even though I called numerous times.  They kept saying Tasha would call me back with the results.  I like Dr. Rashan but I will go elsewhere.",negative
My doctor Dr Mullner is an amazing doc who I would give 5 stars to. This one star review is for MedStar and specific to this location. Why a MedStar would choose a location with absolutely no parking makes no sense and especially when street parking is non-existent And no public garages. Spent 35 minutes trying to find a space which I did....12 blocks away. Additionally you cannot reach anyone by phone at this location to inquire with them about the possibility of parking. Best advice I can give anyone is to not book to come here. You’ll get frustrated with just trying to find parking. Just go elsewhere.,negative
"While I was out today, I received a missed phone call from Dr. Kalra, my primary care physician.  I made 4 attempts to return the call.  All attempts went unanswered.  Finally called the Patients' Care Office at Medstar Washington Hospital Center to find out what why the phones were not being answered.  The staff member said she would try calling.  She finally called back to say they were not answering her calls either!!  She called in on the physicians' line and they finally answered and promised her they would call me.  They did NOT call.  This office is nearly impossible to call.  If there was another medical provider in our area, I'd NEVER go to these drs",negative
"This MedStar health primary care is good area near my home. Inside office, I wish as electric appointment through video should provide interpreters and it is ADA law.  sometime I can't come in person, it save my time communities from my work in MD to DC.",positive
The staff was very professional and helpful. My doctor took adequate time with me and answered all of my questions. She was very professional and caring.,positive
"Even if you have an appointment confirmation, they may decide not to see you. They said it wasn't an official appointment even though I made it through their website and received texts (see picture). The staff wasn't helpful and refused to work with me for a simple TB test.",negative
"I’ve tried sending in two online requests for appointments that they *say* will be answered in one business day. I know it’s COVID, but it’s been 3+ weeks since the first one. Tried to call to make an appointment today, was on hold for 20 minutes. I’ll be looking elsewhere if this is the service they’re providing prospective patients.",negative
Dr. Sener is very nice. Listens carefully and takes her time. She doesn't force her opinions on you but lets you decide the level of medical intervention you want.,positive
Really conflicted as well…I give Dr. Medley 5 stars…but I can’t get anyone to answer the phone so I can make an appointment…I’ve called 4 times today and had to wait a minimum of 20min+ and still no one answers. I’ve called other days as well and could get anyone to answer. I’ve tried to book an appointment online but late November is the earliest appointment I could find. Would be helpful to be able to talk to an office administrator to resolve simply booking an appointment.,negative
Clinicians were knowledgeable & took their time. This was my first visit & that was very important to me.,positive
"Hello, To whom it may concern.  I'm writing  to inform Tomeka, supervisor.  Every time I come to the office . she go beyond  to make sure I get the correct  help. She's  the best . Thanks.",positive
Staff friendly and professional.<br>Facility very clean and appealing.<br>Directions on the wall needs to be clearer and bigger,positive
"If I could leave a ""Zero"" star review, I would.<br><br>I had the displeasure of visiting a Medstar Promptcare facility where I was given incorrect information. The result was me getting charged an extra $200 for a simple follow up visit that resulted in an extra xray and the provider telling me to ""go to an orthopedic."" For that, I was charged $200. I called for 2 weeks in an attempt to speak to the facility administrator. I finally got a number to call her directly. I called Ms. Gregg on 2 occasions and sent two e-mails. After not hearing from her for 1.5 weeks, I decided to call and lodge a complaint against her and the facility for misrepresentation of services and an ethics complaint for her not returning my calls. Within 24 hours after this complaint, I got a call from Zal who was most helpful in explaining how everything worked. He said he did not know why Ms. Gregg did not return my phone calls, but offered to help me discern the breakdown of costs and see what the rates would be if I were directly billed instead of through insurance. He explained that the costs would have been higher through Aetna anyways, and that Aetna's global rate for their urgent care facilities is meant to keep costs down, that is of course unless you only go in for a follow up in which case the costs are MUCH higher than your normal primary care physician (I know this because I called a local physician's office here in PG county). On top of this, as I began to state that I just simply will not go to another Medstar Facility, he said ""well, this isn't really a Medstar issue, it's the high deductible health plan issue. You could have a lower co-pay and that's your only responsibility."" Which just set me off. How DARE you try to tell me what I COULD have! The ACA made it impossible for me to afford such healthcare because I make too much money to be allowed to get governmental assistance and yet I don't make enough to afford a $200 follow-up visit to your facility. So what did I learn from Medstar? It's not that I was given incorrect information from the provider...it's the fact that I can't afford any other health plans except for an HDHP. AVOID ALL MEDSTAR FACILITIES!!!!!",negative
Very good job by everyone I'm the office.,positive
Dr Medley is wonderful. She actually took the time to listen to me and went above and beyond to write a letter for me to give my employers about my condition.  I am truly grateful!,positive
The Medstar Primary Care at Navy Yard is extremely well run. There is an easy check in and then the appointments are right on time. Best is the great care by the health care professionals.,positive
I love Dr Sense and the staff. I have been a patient here for a long time. Dr Sense and the staff always make me feel that they care.,positive
"I can't believe I've allowed myself to keep returning here after 2+ years. When I've tried to call the office and speak to a human being, I have to wait through a long prompt, punch many numbers, and there was a period over more than a week when I was waiting to speak to a human and I was on hold forever, really. I'd be waiting for more than 20 minutes, during the day, normal operating hours, and nobody ever picks up the phone.<br><br>Also, when I came here to get a vaccine, that required 2 separate follow up shots, I came back and ran out and told me to pick up the vaccine at a pharmacy, which would've costed me hundreds of dollars. I mean, you run out, make no effort to restock, hide the fact that the fridge broke, I mean, this place is just sad. It might be a convenient location, but save yourself the stress and go somewhere else. They somehow make anything you want to do the most difficult thing possible.",negative
I meant my new doctor today the visit  was very pleasant she listened to me and she appeared to be concerned,positive
"Staff is friendly and helpful. Dr. Sistrunk is highly professional, very thorough, clear on explaining things and a friendly, welcoming person who puts patients at ease.",positive
"The doctor seems great but the front office staff has problems scheduling visits.  I make an appointment at the front desk and then the appointment is not scheduled.  This has happened 3 separate times.  It is very difficult to call them to make an appointment, I wait on hold for 20 minutes and then give up.",negative
Dr. Medley and the rest of the team were very attentive and went out of their way to help. They fit me into their schedule and took time to talk and check me out.,positive
Tomeka was very helpful courteous and she followed up. That is the most important thing to me is when peoplefollow-up on what they commit to do. Thanks Tomeka and Medstar Navy Yard😊,positive
I would like to share my emotions when I first found out that I have stage four breast cancer I was  thinking I was gonna die within a few months   Having  God in my children In my life I met  this young lady On the telephone  who extended her hand to me and told me I'm going to be OK you can live you can make it I Remember just crying and crying cried so hard to this young lady on the other end of the telephone because I knew if I was emotional wreck I knew my daughters was to and I just did not want to worry them no more  and now I am so grateful to know that I came face-to-face with her sweet voice very calm very patient  last week and never forget her voice and I thanked her for giving me that encouragement and telling me I will live She told me you can do this with your daughters and you and your God all things are possible  she didn't say it was gonna be easy but she said as long as I pray to my GOD he will see you through this it has been a year now that I have been receiving chemo but it first started in MedStar Navyyard I am so grateful for this young lady I do not want to share her name because I don't want no one to get in trouble for going the extra step to listening to a person and encouraging a person she is an amazing woman she'll always be my secret of Meyer have a good day Victoria Harris,positive
Dr. Rochon and his assistant were friendly and professional. MedStar staff at this location are always very prompt and courteous!,positive
Friendly and did not feel rushed.,positive
Dr. Melis Sener is a fabulous doctor.  I really hate to see her go. Angel will be missed.,positive
"Doctor was wonderful—great listener, and very kind demeanor.",positive
"I've been on hold for more than 40 minutes.....no call back options.  It doesn't matter is you are calling for an appt or medication refills. Same results, your call is immediately placed on hold without human interaction",negative
Dr. Sylvia R. Medley did not explain lab results or medications she prescribed. The worst physician encounter in decades. Announced my lab results while standing in an open door way so anyone could hear. Lab results DID NOT INCATE what the physician diagnosed.,negative
"Dr. Annie Bailey is amazing. She is warm,   Intelligent and trustworthy. I felt safe in her care.",positive
"The front office and nursing staff are horrible. I've waited 30 min past my appointment on multiple occasions, not had messages relayed to my doctor, and treated like absolute trash every time I come in. I hoped the change to the new facility would help, but it seems to have gotten even worse.",negative
"Dr. Tyrone  is one of the most attentive, knowledgeable, and compassionate doctors I’ve ever met. He truly listens, explains everything clearly, and takes the time to ensure you feel heard and cared for. His nurse is incredibly kind and professional—always making sure patients are comfortable and well-informed. The entire team at this location is outstanding—efficient, respectful, and always welcoming.<br><br>From check-in to check-out, you can feel that you’re in good hands. I’m truly grateful to have such a dedicated and skilled group taking care of my health. Highly recommended!",positive
Dr. Tara Sadr is the best doctor I’ve met so far. She was so kind and informative. NP Amanda has also gone out of her way to contact me every step of the way. Only deducting one star because there’s no soundproofing and you can hear the conversations in other rooms.,positive
Imani and her assistant are a great team!!  Very calming and professional duo!  I almost forgot I was at a Dr's appointment.  I now look forward to my annual visits.  I hope they never stop working there!!,positive
"Dr. Aleskow is one of the very best internists in the region — a doctor’s doctor.  He has a library of Knowledge and experience that he brings to the most routine of examinations, and the rigor and logic that he brings to sorting through the  myriad health issues in my life is unlike any PCP or internist I have Known. Some may find his intensity off-putting, as I once did when I first became his patient 25 years ago.  Of course, nothing could be less important given the wealth of intelligence and attention to detail behind that intensity.  Moreover, his network of specialists to whom he can refer his patients is second to none.  When my spine collapsed last year due to multiple myeloma, I lacked the mobility to see him in person in his downtown DC office, so I began seeing a PCP located next to my oncologist’s office in Reston.  That experience provided a stark reminder of the quality of care I have been receiving from Dr. Aleskow over all these years, and I was delighted and relieved to return to his care this year.",positive
"Highly recommend! Iman Lee is an incredible, compassionate, and thorough primary care provider. And I really appreciate her medical assistant, Stacy, who has such a warm, cheerful attitude that makes going to medical appointments so much more pleasant.",positive
"I’ve had nothing but great experiences with CPCA, and this office was stellar. The staff are friendly, polite and effective. The environment clean and accessible. Street parking might be a challenge so I recommend a garage but if you’re okay with walking try the surrounding DuPont residential areas just a couple blocks away (free, 2-3 hr parking).<br><br>The wait times are not long and the patient portal is easy to navigate.<br><br>Highly recommend PA Nieves",positive
"I accompanied my partner to an appointment with PA Tyrone Nieves, and we were both extremely impressed by his care and professionalism. He took the time to listen attentively, address all of our concerns, and explain everything in detail. His calm, respectful manner made the experience feel very comfortable, and it was clear that he genuinely cares about his patients. Highly recommend!",positive
"I love working with Tara Sadr and her assistant Amanda. Both are super responsive and follow-up and care about the patient. I was nervous about switching from my previous provider at the U Street location because she was amazing, and I feel so lucky to have Tara and Amanda. I would recommend them to anyone!",positive
"Great medical appointment visit.  Generally they are very friendly, thorough and responsive.  The Doctor's and PA's are also a pleasure to work with.  Would recommend this office for your medical needs.",positive
"Exceptional Doctors and staff! Very personable and empathic. Professional and amiable.  Excellent follow through skills. Abbas, Lee and Tyrone are the absolute BEST!",positive
"Good Experience - Front desk person was aloof and clearly did not like her job however my Provider Nurse Practitioner Rinali Patel and her Medical Assistant are top notch, Rinali is very thorough, friendly  and takes her time to make the Patient feel comfortable.  I've been there twice and on both occasions the wait time was  minimal, Rinali is my New Primary Care Provider.",positive
"I recently had a routine check-up with Dr. Darcy Hansen, and it was a wonderful experience. She was thorough, attentive, and made me feel completely at ease throughout the visit. Dr. Hansen took the time to answer all my questions and ensured I understood every aspect of my health. Her friendly and professional demeanor made the whole process smooth and comfortable. I highly recommend her for anyone looking for a great doctor who truly cares about their patients!",positive
"I'm so glad I found this place! I've been coming here for a couple of years and have worked with multiple physicians and I've always had a great experience. I'm seen without 10-15 mins of getting there and usually don't have to wait very long at all in the room before the doctor comes in.<br><br>Currently I'm working with Tara Sadr. She really made me feel heard and has provided great advice and next steps. We had to readjust a medication and she was excellent at listening to my concerns and finding a solution. Everyone is great from the front desk, the nurses who take vitals, physicians and people doing blood work too. Highly recommend.",positive
Tara Sadr is phenomenal! She makes me feel like more than just a patient. Very professional and knowledgeable as well.,positive
"I genuinely appreciate the care that I received at this practice but also need to issue a warning to other women - they lied to me over the phone about giving pain relief options for IUD procedures.<br><br>I’ll keep going back because they successfully addressed other concerns, however I’ll find a new OBGYN…<br><br>I went in thinking I’d be given relief and medication but when it came time, the doctor essentially told me pain mediation was a placebo and these things don’t hurt that bad. (Plot twist, they do and it was excruciating).<br><br>Otherwise the staff is attentive and the doctors are respectful.",positive
"My experience at this location has been poor. My appointment was ~20 minutes late. While I was waiting, there were multiple patients who informed the staff they had waited too long for their appointments, and walked out without seeing their doctor.<br><br>Following my appointment, I was told I would be contacted within 24hrs with routine bloodwork results. After weeks, I still have not been contacted. I try calling their number, but all their numbers go to voicemail aside from the 'schedule a new appointment' option. I try that, but the receptionist said there's nothing they can do.<br><br>I would be very wary about choosing this company as your medical provider. Their customer service is extremely poor. I would recommend going with a local primary care doctor whose office you can contact directly.",negative
"The doctor I visited was entirely negligent: When I walked into my appointment room, they left the previous patient's file wide open including his social security number, medical conditions, etc. When I asked to speak with the manager of the facility, they never returned my call or treated my concern with any amount of legitimacy. I'd strongly recommend finding an alternative doctor.",negative
CPC is a very efficient and comprehensive primary care practice. I have been seeing Dr. Aleskow for many years and he's a very good doctor.,positive
"Dr. Aleskow is very thorough, kind and responsive. He gave me great referrals to deal with specific problems related to my digestive system and my bones.  His physician assistant took the time to hear me and was very responsive and smart. The clinic is clean and the staff professional.  I feel well taken care off here. Highly recommend.",positive
"My primary doctor Dr. Ghulam Abbas, MD is an excellent doctor I do not wait long when I go into the office. They call back the next day with my results. He is a very, very excellent doctor. Also easy to talk to and he very experience with the medical fields. The staff at his office is very nice they do an excellent job also",positive
"I requested to do a tele-visit appt back in late Nov, but the staff at the L street office wouldn’t agree to move forward with connecting me to the doctor unless my $25 balance was paid. “Balance,” I said? I had received one statement dated Nov 10 and is (now, was) due Dec 9.<br><br>Hard to speak due to laryngitis as part of my symptoms, but it was more important to them to get the $25 payment than provide care.<br><br>Note that my ins sent the explanation of benefits that showed they submitted a claim with two ‘non covered’ services (which was in fact a mistake on their part). Now I need to go back to them to get it resolved and re-submitted.<br><br>But, they got their $25 payment, which was by far their biggest concern.",negative
"This office is shockingly bad at managing prescription refills. Over the past year, I have requested prescription refills both through their portal and by calling their office and multiple times, with multiple prescriptions, it has taken them weeks or even months to refill them. It is irresponsible and dangerous. This is an okay office to go once or twice but you cannot rely on them as your PCP.",negative
"I was a patient of CPC for the past 14 years. They have good doctors , but the quality of the service at the office deteriorated drastically over the years. I have recently selected a new PCP. Unfortunately, the office has turned into a mechanical conveyor where you can't have your PCP's attention. During the last physical check appointment I had they have booked 4 other patients at the same time, so 4 of us sat in 3 separate rooms while a doctor they scheduled appoint for was desperately running back and forth between 4 different patients. Needless to say, neither of us got the treatment we came for. That is aside from the fact that I had to wait an hour for my turn to be briefly/momentarily seen. Last few years they also stopped giving authorizations to refill, so you are forced to call every three months and schedule a video visit to get your refill authorized. At one point my prescribing doctor was arguing with her own staff who were refusing to process HER request for refill, because the admin staff was adamant on scheduling unnecessary appointment (just a month after I took last labs). That is how desperate CPC is to charge your insurance company without any reason or need for it. I would stay away from PCP and find a better practice where it's not your insurance dollars but you as a patient matter.",negative
Dr. Aleskow was amazingly responsive and facilitated getting me into a specialist on the same day as my visit with him -- unheard of!,positive
"The practice is top notch!  The reception desk, the staff that welcomes you and takes your vitals and finally the doctors themselves are the best PCP's I have ever had.",positive
"I saw Dr. Abbas for my annual physical and in every way this was a positive experience.  The office, beginning with the intake/check in/ is efficiently run.  After checking in I waited no more than ten minutes and went for my vitals.  The PA was thorough and gave constructive feedback regarding the vital results. Dr. Abbas did a very thorough examination, did not appear rushed, asked questions based on my age, and answered all my questions.  The next day I received my lab results and Dr. Abbas notes and recommendations. This was a welcomed exam after the previous three doctors seemed satisfied that I was breathing and mentally together.  Those examinations were completed in about ten minutes before I was shown the door.  I'm grateful that there are still Primary Care physicians like Dr. Abbas who don't have the herd, processing mentality who are more concerned about spending too many minutes with a patient.   I strongly recommend Dr. Abbas.",positive
I loved Dr Nieves from day one!  Sorry to see him go but wish him the best future.,positive
"DR. Abbas is a fantastic doctor! He has a great bed-side manner and he is very responsive to questions both in-person and via the portal. The people in the office are very nice, as well. They also have a Lab Corp in the office which is perfect. You can get your labs done during your office visit, results usually in a day or two.",positive
Great doctors visit with Dr. Alesko and the in-house lab for drawing blood is a hugeee plus in my opinion. I didn’t even need to book an appointment to have my blood drawn as they are so flexible with scheduling. Would recommend to anyone.,positive
"I never leave reviews for medical offices but I’ve had such great experiences here for primary care (&more) that I had to. Lab in office. And NP Khan is amazing — thoughtful, thorough, great referrals, and quick responses in the portal too. I’ve tried several doctors, primary care, and gynos around DC and this is hands down the best. I even moved outside DC but made an appointment here when I came back to DC for a visit because their care is superior.",positive
"Absolutely the best doctor appointment I’ve ever experienced.  First, let me say that I am new to the DMV (from California).  My insurance was not offered on the East Coast, so I needed to select a new primary care physician.  A colleague recommended Comprehensive Primary Care, and I selected Dr. Darcy Hansen based on the extraordinarily high number of patient reviews citing her patience and listening skills.  They weren’t exaggerating - I’ve never, ever had a conversation with a doctor of Dr. Hansen’s caliber.  Her clinical and practical expertise shine.  She answered all of my questions, educated my assumptions, and advocated my health and wellness plans.  She truly is part of the foundation I’m building for a healthier future, and with her (and Kim!) on my side, I know I’ll reach my goals.  I can’t recommend Comprehensive enough - it’s been literally life-changing for me.  Thanks Dr. Hansen!  Thanks Kim! — HC",positive
"I typically do not write reviews. Do not go here. I booked an appointment and when I got there they said they didn’t confirm it on their end. They rescheduled  me for later in the day and when I showed up not only did it take over an hour for a doctor to see me, but it wasn’t even the right one. There was also a giant cockroach in the lobby (doc mentioned this wasn’t the only one this week) along with no or very little AC on a 95 degree day. Highly recommend this place make some changes. I will not be back. Staff tried to argue with me knowing they told me something different earlier in the day.",negative
The best doctor office I’ve been to. Everyone is caring and actually takes time to listen and respond with understanding. Love the staff and doctors.,positive
"The whole experience at the doctor office was stress-free and efficient from check-in, nurse taking vitals, Dr. Abbas consult ( asking questions as well as listening to my concerns), getting lab-work done at same facility.",positive
My Doctors at CPC takes very good care of me with all my health needs.,positive
"My review is of the L Street NW location in DC. Short wait times. I like Dr. Elliot Aleskow. He’s always willing to call a referral doctor to try to get you in same day. His referrals have been good. He also makes himself available via the app. He recently (4/16/25) called me in response to a message I sent via the app expressing concern regarding ongoing health issues. I missed the call, told him boss the app I was available and got a call back, again, from Dr. Aleskow. He himself is helpful and down to earth and has been helpful in saving me money on prescriptions. Sidra Khan was also helpful recently (11/24), providing a quick diagnosis and suggesting a specialist to see. He’s much easier to get an appt with than a specialist.",positive
"Great doctors, incompetent staff.<br><br>Doctor prescribed me antibiotics after a morning appointment but the staff did not send the prescription to my pharmacy. I had to keep calling all afternoon to get them to confirm sending it and they reassured me that they would send it. The office closed and they still never sent the prescription out. Called the after-hours doctor and she was able to send the prescription after I was put on hold for an hour. Meanwhile my strep throat was only getting worse and I could have started treatment earlier in the day but staff carelessness caused me to start the course 10 hours late.<br><br>The staff also misspelled my email address so I have not been receiving email updates or appointment confirmations. When I called to ask them to fix my email address on healow, the person who picked up the phone gave me attitude and told me I was calling the wrong number even though I was calling the number that’s on the website.",negative
"Dr. Rachel Solomon took care of me and she was absolutely wonderful. She was kind, smart, compassionate, and has excellent bedside manner. She also corresponded very quickly and gave me my results very fast. We even talked a bit about her upcoming trip to my home town:) The admin part of the office was also smooth and well run. It was my first time with her and I was extremely happy. Highly recommended!",positive
Had a positive experience from check in through final lab results. Staff was friendly and professional. Saw T. Sadr (PA) and found her to be attentive and spent the necessary time to both listen and explain. My appointment was for 1:00–Was seen as scheduled!  (How rare!)  Recommend without hesitation.,positive
"My first visit was great. DR. LEE AND THE L street staff were great.<br>Will return in FEBRUARY, WHEN I come up from TRINIDAD",positive
"I recently came back to CPC after having a bad experience a number of years ago. I wish I hadn’t. They don’t really seem to care about their patients. You are a $$ to them and nothing more. They will add appointments that are unnecessary as well as procedures without telling you it’s going to cost more until you’re surprised by the bill. Communicating with them is horrendous from their antiquated phone system to their admin staff who apparently never talk to the doctors themselves. All in all working with them has been an expensive, frustrating experience.",negative
"Dr Abbas was what my health needed.  He was precise, understanding and to the point. He has very good bedside manners.  He knew what would help with my condition just by me explaining it. He has helped me feel better but I had to do the work also.  Ms Brittany whom works for Dr Ghulam is a star. 5 stars by herself.  She interpret what the doctor noted, asking if I understand, showing genuine concern and delivering information with care. I appreciate a good team because you done know what a patient is going through when walking into the office. Kindness goes a long way. Thank you Team . Oh the labcorp team are nice as well.  Let's not forget them.",positive
"The doctor was nice enough.<br><br>Later I get the bill that they charged my insurance $400 for a service that I thought was included in the physical exam. I didn’t even ask for the service- it was offered to me without prompting and took about 1 minute, so I assumed it was included in the physical exam. Insurance only paid a portion of this and I was stuck with the rest of the bill. I called the billing office and they basically told me I have to pay it and there’s no recourse. This seems scammy to me- why did they not explicitly say I would be charged for this service? I would have refused the service when offered. Will not be returning.",negative
"Comprehensive Primary Care is very comprehensive!  They have all my health records in one place and go over everything.  I wish we had more time to discuss but if something comes up , I can always call and the records are all there in one place.  GREAT assistants to the Doctor, who I've know for forty years.",positive
"I moved from out of state with mostly bad experiences with previous doctors. Picked them from doing a Google search and their positive reviews. I feel like for the first time in years I found a doctor that cares on a professional and personal basis. Comprehensive Care is true to the name. Front desk staff is always friendly and helpful. Quick to get appointments,  results and needed follow-ups. It's also right across from Red Line station and L2 stop so good metro access.",positive
"It took me a while to find a doctor's office I liked after moving to DC, and I've really enjoyed the team at Comprehensive Primary Care and in particular, Dr. Hansen. I feel she listens to my concerns and takes time to answer questions and that is so valuable to me.",positive
